DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Weapon Desc,LAT,LON,Closest Restaurant,Restaurant Address
10/13/2017,1600,Southwest,THEFT,,34.0339,-118.281,,
10/13/2017,2310,Foothill,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2579,-118.4225,,
10/24/2017,1545,Topanga,THEFT,,34.1884,-118.5959,,
10/17/2017,2000,West Valley,BURGLARY,,34.2148,-118.5404,,
10/17/2017,1800,Northeast,THEFT,,34.1095,-118.2958,,
10/2/2017,2050,Hollenbeck,VANDALISM,,34.0431,-118.2196,,
10/15/2017,1400,Southwest,ASSAULT,KNIFE WITH BLADE 6INCHES OR LESS,34.0109,-118.2915,,
10/11/2017,230,Pacific,THEFT,,34.0037,-118.4335,,
10/18/2017,1100,Pacific,THEFT,,33.944,-118.4073,,
10/26/2017,1939,West LA,ASSAULT,,34.0525,-118.3875,,
10/26/2017,820,N Hollywood,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1794,-118.3951,,
10/30/2017,130,Southwest,BURGLARY,,34.0163,-118.3507,,
10/1/2017,1200,Northeast,THEFT,,34.1085,-118.2011,,
10/31/2017,1830,Harbor,BURGLARY,,33.7562,-118.3065,,
10/5/2017,2300,Hollenbeck,THEFT,,34.0257,-118.2023,,
10/30/2017,640,N Hollywood,CHILD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1613,-118.3747,,
10/9/2017,1100,Pacific,THEFT,,33.9866,-118.4548,,
10/28/2017,1715,Olympic,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0617,-118.3091,,
10/20/2017,1227,77th Street,BOMB SCARE,,33.9855,-118.287,,
10/4/2017,1600,Mission,THEFT,,34.2195,-118.4721,,
10/30/2017,1000,Newton,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9925,-118.26299999999999,,
10/6/2017,2330,Olympic,BURGLARY,,34.0599,-118.3143,,
10/6/2017,1420,Mission,BURGLARY,,34.2265,-118.4565,,
10/10/2017,2351,Hollywood,BRANDISH WEAPON,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.1016,-118.3414,,
10/28/2017,1612,N Hollywood,VEHICLE,,34.1867,-118.3851,,
10/19/2017,1530,Hollenbeck,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0765,-118.2118,,
10/13/2017,1900,Rampart,BURGLARY,,34.0737,-118.2659,,
10/4/2017,1030,N Hollywood,CONTEMPT OF COURT,,34.1867,-118.367,,
10/1/2017,30,77th Street,ASSAULT,VEHICLE,33.9751,-118.2918,,
10/12/2017,1600,Mission,CHILD,UNKNOWN WEAPON/OTHER WEAPON,34.2283,-118.4611,,
10/13/2017,625,Central,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,,
10/19/2017,2300,Southwest,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0347,-118.2809,,
10/16/2017,1100,Pacific,THEFT,,33.9869,-118.4325,,
10/20/2017,200,Wilshire,BURGLARY,,34.048,-118.3281,,
10/1/2017,1200,Van Nuys,THEFT,,34.1925,-118.4487,,
10/5/2017,1620,Central,TRESPASSING,,34.0503,-118.2504,,
10/2/2017,1430,77th Street,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9801,-118.2914,,
10/17/2017,1900,Pacific,THEFT,,33.9635,-118.4117,,
10/23/2017,1515,Central,BRANDISH WEAPON,KITCHEN KNIFE,34.0487,-118.2588,,
10/27/2017,2300,77th Street,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9661,-118.2849,,
10/17/2017,800,Harbor,BURGLARY,,33.7424,-118.2901,,
10/2/2017,1730,Southwest,OTHER MISCELLANEOUS CRIME,,34.0146,-118.3158,,
10/19/2017,200,West Valley,THEFT,,34.1988,-118.5164,,
10/9/2017,1900,Foothill,BATTERY,VEHICLE,34.219,-118.3544,,
10/3/2017,1600,Central,ASSAULT,SWORD,34.0446,-118.245,,
10/5/2017,900,77th Street,BURGLARY,,33.9616,-118.2782,,
10/13/2017,1200,N Hollywood,THEFT,,34.1873,-118.40299999999999,,
10/13/2017,1630,N Hollywood,SHOPLIFTING,,34.1867,-118.3965,,
10/13/2017,2135,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,34.0459,-118.1966,,
10/2/2017,1655,Hollenbeck,VANDALISM,,34.0456,-118.2101,,
10/20/2017,1200,Van Nuys,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1676,-118.4509,,
10/7/2017,1520,Foothill,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2734,-118.4194,,
10/2/2017,1715,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0445,-118.2558,,
10/26/2017,1300,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,33.9306,-118.2318,,
10/7/2017,2030,Northeast,VEHICLE,,34.1018,-118.2896,,
10/20/2017,310,West LA,THEFT,,34.0312,-118.4031,,
10/18/2017,2000,Wilshire,VEHICLE,,34.0803,-118.3441,,
10/23/2017,1200,Olympic,VANDALISM,,34.0674,-118.2916,,
10/26/2017,1146,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,33.9633,-118.2739,,
10/11/2017,1055,Southeast,BRANDISH WEAPON,SCREWDRIVER,33.9357,-118.2762,,
10/13/2017,1600,Hollenbeck,VANDALISM,,34.0738,-118.2026,,
10/14/2017,1600,Northeast,VEHICLE,,34.1392,-118.2105,,
10/12/2017,2000,Topanga,VANDALISM,,34.2282,-118.6017,,
10/24/2017,1700,Southwest,ASSAULT,OTHER KNIFE,34.0141,-118.2915,,
10/19/2017,200,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0483,-118.2631,,
10/15/2017,1230,Southwest,THEFT,,34.0037,-118.3236,,
10/11/2017,1900,Wilshire,BURGLARY,,34.0534,-118.3425,,
10/12/2017,106,West LA,VIOLATION OF,,34.1126,-118.4223,,
10/7/2017,815,Southwest,ROBBERY,,34.0054,-118.2827,,
10/2/2017,1530,Northeast,BIKE - STOLEN,,34.1131,-118.1894,,
10/17/2017,730,Topanga,BURGLARY,,34.202,-118.6081,,
10/15/2017,2030,N Hollywood,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2012,-118.37899999999999,,
10/6/2017,1800,Hollywood,ASSAULT,OTHER KNIFE,34.1016,-118.3361,,
10/7/2017,2030,77th Street,ASSAULT,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,33.9874,-118.2849,,
10/23/2017,1445,West LA,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0515,-118.3842,,
10/27/2017,1150,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0437,-118.2455,,
10/11/2017,700,77th Street,BURGLARY,,33.9854,-118.3417,,
10/10/2017,2140,Rampart,ASSAULT,UNKNOWN WEAPON/OTHER WEAPON,34.0439,-118.2752,,
10/31/2017,800,Newton,BATTERY,STICK,34.0111,-118.266,,
10/3/2017,1430,West LA,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0428,-118.4481,,
10/9/2017,1000,77th Street,ASSAULT,BLUNT INSTRUMENT,33.9746,-118.3068,,
10/1/2017,1700,Wilshire,BURGLARY,UNKNOWN WEAPON/OTHER WEAPON,34.0853,-118.3416,,
10/9/2017,1430,Hollywood,VIOLATION OF,,34.0889,-118.3277,,
10/21/2017,215,Central,ASSAULT,OTHER KNIFE,34.0402,-118.2598,,
10/2/2017,520,Olympic,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0618,-118.2916,,
10/27/2017,1300,Topanga,THEFT,,34.1894,-118.6562,,
10/21/2017,1200,Rampart,THEFT,,34.0847,-118.2745,,
10/28/2017,100,Southwest,VANDALISM,,34.02,-118.2944,,
10/14/2017,1630,Southwest,VANDALISM,,34.0277,-118.3305,,
10/18/2017,1000,Northeast,VANDALISM,,34.1137,-118.2068,,
10/28/2017,900,Southeast,VANDALISM,BLUNT INSTRUMENT,33.9584,-118.2608,,
10/10/2017,411,Olympic,BURGLARY,,34.0617,-118.3091,,
10/17/2017,420,Pacific,ASSAULT,,34.0286,-118.4118,,
10/31/2017,2200,N Hollywood,VEHICLE,,34.2103,-118.4124,,
10/15/2017,1300,N Hollywood,THEFT,,34.1502,-118.3281,,
10/24/2017,1730,Foothill,BUNCO,,34.2701,-118.3003,,
10/4/2017,1500,77th Street,VEHICLE,,33.9748,-118.2652,,
10/10/2017,1100,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0421,-118.2469,,
10/27/2017,2130,Harbor,VEHICLE,,33.7343,-118.2946,,
10/1/2017,900,Wilshire,VANDALISM,,34.0871,-118.3742,,
10/16/2017,2200,Pacific,THEFT,,33.9815,-118.46799999999999,,
10/27/2017,30,Wilshire,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0559,-118.366,,
10/5/2017,710,West Valley,VIOLATION OF,,34.2011,-118.5186,,
10/27/2017,1200,Northeast,BURGLARY,,34.1133,-118.2443,,
10/19/2017,1100,77th Street,VEHICLE,,33.985,-118.2915,,
10/24/2017,630,Northeast,BURGLARY,,34.1153,-118.23200000000001,,
10/15/2017,1200,Northeast,VANDALISM,,34.1424,-118.1924,,
10/22/2017,1500,Harbor,BURGLARY,,33.7225,-118.2946,,
10/3/2017,1100,Northeast,VANDALISM,,34.1144,-118.3006,,
10/24/2017,1324,Pacific,THEFT,,34.0284,-118.4048,,
10/3/2017,1240,Olympic,LEWD CONDUCT,,34.0672,-118.3041,,
10/11/2017,1405,Northeast,BURGLARY,,34.1118,-118.1944,,
10/9/2017,1130,Northeast,THEFT,,34.125,-118.186,,
10/13/2017,130,Van Nuys,BURGLARY,,34.1722,-118.4247,,
10/13/2017,1730,Van Nuys,THEFT,,34.1826,-118.4575,,
10/22/2017,545,West LA,BURGLARY,,34.0726,-118.4573,,
10/21/2017,1600,Topanga,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2065,-118.5991,,
10/12/2017,1700,Topanga,THEFT,,34.2014,-118.6161,,
10/13/2017,1630,Central,ASSAULT,REVOLVER,34.0453,-118.2443,,
10/30/2017,500,77th Street,VANDALISM,,33.9637,-118.3046,,
10/20/2017,1540,Olympic,VANDALISM,,34.0691,-118.2979,,
10/20/2017,1040,77th Street,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9925,-118.3101,,
10/8/2017,1501,Wilshire,VANDALISM,,34.0465,-118.351,,
10/28/2017,320,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0555,-118.2455,,
10/15/2017,2350,Central,TRESPASSING,,34.0449,-118.2458,,
10/14/2017,1730,Hollenbeck,VEHICLE,,34.0986,-118.1822,,
10/11/2017,1030,77th Street,BURGLARY,,33.9892,-118.3089,,
10/15/2017,2100,Rampart,THEFT,,34.0777,-118.2821,,
10/23/2017,1747,Newton,BURGLARY,,34.0315,-118.2445,,
10/7/2017,100,Hollywood,BURGLARY,,34.0962,-118.3295,,
10/28/2017,2045,Van Nuys,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1827,-118.4531,,
10/30/2017,830,N Hollywood,BURGLARY,,34.2035,-118.3856,,
10/21/2017,1700,Southwest,BURGLARY,,34.0073,-118.3108,,
10/25/2017,1600,Devonshire,BRANDISH WEAPON,HAND GUN,34.26,-118.6049,,
10/18/2017,1540,Van Nuys,TRESPASSING,,34.1976,-118.4662,,
10/21/2017,1117,Northeast,VEHICLE,,34.0832,-118.2572,,
10/27/2017,2050,77th Street,ASSAULT,HAND GUN,33.9527,-118.3079,,
10/15/2017,1045,Southeast,ASSAULT,KNIFE WITH BLADE 6INCHES OR LESS,33.9583,-118.2651,,
10/9/2017,1900,Rampart,BURGLARY,,34.063,-118.2598,,
10/28/2017,2100,Hollenbeck,VANDALISM,,34.0391,-118.2174,,
10/31/2017,300,Devonshire,THEFT,,34.2609,-118.47399999999999,,
10/23/2017,2200,West Valley,THEFT,,34.1613,-118.4917,,
10/10/2017,1,Wilshire,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0496,-118.3425,,
10/1/2017,1900,Wilshire,VEHICLE,,34.0595,-118.3215,,
10/6/2017,1,Devonshire,THEFT,,34.2442,-118.5362,,
10/6/2017,1610,Van Nuys,BURGLARY,,34.1767,-118.44,,
10/5/2017,945,Topanga,SHOPLIFTING,,34.1883,-118.6274,,
10/10/2017,2345,Pacific,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,33.944,-118.4073,,
10/27/2017,1530,Central,BURGLARY,,34.0635,-118.2416,,
10/28/2017,2100,Newton,THEFT,,34.0288,-118.2675,,
10/31/2017,520,Olympic,VEHICLE,,34.0672,-118.3091,,
10/29/2017,2010,Harbor,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7913,-118.2616,,
10/20/2017,900,West LA,THEFT,,34.0349,-118.3893,,
10/15/2017,1100,Hollywood,THEFT,,34.1035,-118.3534,,
10/5/2017,1830,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,34.0862,-118.3078,,
10/25/2017,1930,Pacific,BURGLARY,,33.9469,-118.3729,,
10/19/2017,400,Foothill,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2625,-118.4228,,
10/4/2017,1645,N Hollywood,SHOPLIFTING,,34.1936,-118.4166,,
10/3/2017,2100,Hollenbeck,VEHICLE,,34.0938,-118.1655,,
10/9/2017,2045,N Hollywood,BURGLARY,,34.1613,-118.3965,,
10/29/2017,1130,77th Street,VANDALISM,,34.0001,-118.3113,,
10/31/2017,2100,Van Nuys,VANDALISM,,34.1781,-118.4179,,
10/5/2017,1000,Van Nuys,BUNCO,,34.1847,-118.4487,,
10/9/2017,1550,Newton,ASSAULT,VERBAL THREAT,34.0289,-118.2686,,
10/8/2017,240,Olympic,BURGLARY,,34.0654,-118.2966,,
10/8/2017,2100,Hollywood,THEFT,,34.1058,-118.3298,,
10/13/2017,1100,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,,33.9764,-118.3246,,
10/23/2017,1500,Mission,VEHICLE,,34.2482,-118.4675,,
10/10/2017,1330,Wilshire,THEFT,,34.0399,-118.3311,,
10/19/2017,1700,West Valley,BURGLARY,,34.1567,-118.4858,,
10/22/2017,1200,Wilshire,THEFT,,34.0461,-118.3347,,
10/17/2017,710,77th Street,VEHICLE,,33.9665,-118.2929,,
10/30/2017,1200,Southwest,BIKE - STOLEN,,34.022,-118.289,,
10/29/2017,945,Pacific,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9857,-118.4435,,
10/31/2017,1500,Newton,BUNCO,,34.0286,-118.2545,,
10/6/2017,1800,Southwest,BURGLARY,,34.0325,-118.3576,,
10/31/2017,1600,77th Street,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9855,-118.2915,,
10/5/2017,730,Mission,VEHICLE,,34.263000000000005,-118.4712,,
10/31/2017,1630,Mission,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2338,-118.4698,,
10/14/2017,1000,Hollywood,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.104,-118.3297,,
10/8/2017,446,Topanga,THEFT,,34.2199,-118.6435,,
10/5/2017,800,Newton,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,34.0177,-118.2761,,
10/11/2017,1540,Olympic,ASSAULT,HAMMER,34.0617,-118.3066,,
10/30/2017,2330,Devonshire,BURGLARY,,34.2299,-118.5536,,
10/25/2017,1724,77th Street,ASSAULT,FOLDING KNIFE,33.9708,-118.2827,,
10/31/2017,1400,Wilshire,THEFT,,34.0465,-118.3555,,
10/5/2017,1507,Southeast,ARSON,,33.9429,-118.2739,,
10/21/2017,630,Northeast,SHOPLIFTING,,34.0942,-118.2704,,
10/24/2017,900,Hollywood,VANDALISM,,34.0871,-118.3386,,
10/1/2017,1405,Northeast,BURGLARY,,34.1192,-118.3004,,
10/14/2017,1328,77th Street,SHOPLIFTING,,33.9892,-118.3089,,
10/24/2017,800,Southeast,BURGLARY,,33.9529,-118.2651,,
10/15/2017,1200,Newton,VANDALISM,,34.0248,-118.266,,
10/1/2017,800,Southwest,BUNCO,,34.0348,-118.3113,,
10/13/2017,1730,Pacific,BURGLARY,,34.0229,-118.3995,,
10/12/2017,1410,Foothill,ASSAULT,HAND GUN,34.249,-118.2886,,
10/6/2017,300,Northeast,VIOLATION OF,,34.0951,-118.2171,,
10/16/2017,2230,West Valley,ROBBERY,HAND GUN,34.1939,-118.4858,,
10/31/2017,1530,Wilshire,THEFT,,34.0623,-118.344,,
10/16/2017,110,Southeast,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9574,-118.2564,,
10/10/2017,1130,Rampart,VANDALISM,,34.0544,-118.2723,,
10/16/2017,1200,West LA,LEWD CONDUCT,,34.0728,-118.4597,,
10/5/2017,930,West LA,THEFT,,34.0465,-118.4484,,
10/5/2017,1220,N Hollywood,LEWD CONDUCT,,34.1588,-118.3709,,
10/31/2017,2120,77th Street,ASSAULT,OTHER KNIFE,33.9717,-118.2871,,
10/13/2017,2230,Van Nuys,BURGLARY,,34.1622,-118.45299999999999,,
10/10/2017,800,N Hollywood,BURGLARY,,34.1922,-118.4052,,
10/10/2017,1100,77th Street,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9731,-118.3304,,
10/19/2017,1855,Olympic,LEWD CONDUCT,,34.0424,-118.3043,,
10/15/2017,2130,N Hollywood,BIKE - STOLEN,,34.2058,-118.39,,
10/25/2017,2330,Southwest,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0277,-118.2749,,
10/10/2017,1200,Mission,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2286,-118.4644,,
10/19/2017,1720,77th Street,VEHICLE,,33.9872,-118.3308,,
10/31/2017,1531,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,33.9447,-118.2574,,
10/3/2017,1600,Harbor,BURGLARY,,33.736,-118.2835,,
10/2/2017,1200,Devonshire,VEHICLE,,34.2283,-118.54700000000001,,
10/16/2017,1851,Van Nuys,SHOPLIFTING,,34.1547,-118.45299999999999,,
10/11/2017,1200,West LA,THEFT,,34.052,-118.4667,,
10/2/2017,1230,77th Street,ROBBERY,,33.9867,-118.2859,,
10/16/2017,1700,Mission,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2355,-118.4536,,
10/8/2017,1500,Harbor,SHOPLIFTING,,33.7257,-118.2801,,
10/2/2017,2300,Hollenbeck,BURGLARY,,34.0446,-118.2155,,
10/18/2017,900,Southwest,BURGLARY,,34.0256,-118.3405,,
10/17/2017,1700,Southeast,ROBBERY,SWITCH BLADE,33.9367,-118.2871,,
10/16/2017,455,Topanga,THEFT,,34.1938,-118.6044,,
10/9/2017,900,Central,DOCUMENT FORGERY / STOLEN FELONY,,34.0401,-118.2533,,
10/21/2017,1425,Northeast,ROBBERY,HAND GUN,34.1036,-118.2371,,
10/10/2017,500,West Valley,BURGLARY,,34.1715,-118.5428,,
10/30/2017,1815,Southeast,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9292,-118.2363,,
10/30/2017,30,Wilshire,ASSAULT,UNKNOWN WEAPON/OTHER WEAPON,34.0501,-118.3691,,
10/20/2017,1830,Olympic,THEFT,,34.0691,-118.2929,,
10/6/2017,30,Wilshire,VEHICLE,,34.0569,-118.338,,
10/29/2017,1200,Newton,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0216,-118.2638,,
10/18/2017,2130,Northeast,VANDALISM,,34.0922,-118.2829,,
10/21/2017,1220,West Valley,THEFT,,34.2134,-118.5237,,
10/31/2017,300,Pacific,THEFT,,34.0252,-118.4336,,
10/26/2017,1815,Southwest,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0174,-118.3161,,
10/30/2017,1200,N Hollywood,VEHICLE,,34.2138,-118.4119,,
10/28/2017,1330,Southwest,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0141,-118.3501,,
10/15/2017,2100,Newton,BRANDISH WEAPON,KITCHEN KNIFE,34.0037,-118.2609,,
10/29/2017,800,Mission,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2215,-118.4553,,
10/20/2017,2000,Olympic,THEFT,,34.0799,-118.3068,,
10/14/2017,2230,West LA,SHOPLIFTING,,34.0573,-118.4247,,
10/3/2017,1100,West Valley,BURGLARY,,34.1398,-118.5467,,
10/15/2017,700,Central,BURGLARY,,34.0492,-118.2391,,
10/6/2017,2200,Harbor,VIOLATION OF,,33.7279,-118.29899999999999,,
10/4/2017,30,Mission,BURGLARY,,34.2674,-118.4629,,
10/11/2017,1955,Newton,ASSAULT,SEMI-AUTOMATIC PISTOL,34.0076,-118.2521,,
10/7/2017,1020,Mission,ASSAULT,KNIFE WITH BLADE 6INCHES OR LESS,34.3156,-118.4408,,
10/13/2017,415,Newton,VIOLATION OF,,34.0208,-118.2595,,
10/6/2017,800,Southeast,VEHICLE,,33.9471,-118.2348,,
10/29/2017,1335,Southwest,ROBBERY,PHYSICAL PRESENCE,34.0294,-118.3429,,
10/3/2017,700,Pacific,BURGLARY,,33.9695,-118.3927,,
10/20/2017,1025,Wilshire,ASSAULT,UNKNOWN WEAPON/OTHER WEAPON,34.0449,-118.3411,,
10/20/2017,1645,Topanga,SHOPLIFTING,,34.1905,-118.6059,,
10/12/2017,1730,Foothill,THEFT,,34.2251,-118.4039,,
10/1/2017,2100,Mission,BATTERY,UNKNOWN WEAPON/OTHER WEAPON,34.2216,-118.4488,,
10/3/2017,226,Topanga,TRESPASSING,,34.1715,-118.5974,,
10/7/2017,315,Van Nuys,BURGLARY,,34.1794,-118.4162,,
10/26/2017,1120,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT,33.9523,-118.2476,,
10/25/2017,1445,Southwest,THEFT,,34.0073,-118.29799999999999,,
10/31/2017,420,Hollywood,VANDALISM,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1017,-118.3224,,
10/28/2017,140,77th Street,VANDALISM,,33.9754,-118.3068,,
10/14/2017,2040,Van Nuys,CHILD,,34.1867,-118.4192,,
10/9/2017,1300,Topanga,VANDALISM,,34.2247,-118.6122,,
10/1/2017,1750,Central,BATTERY,,34.0437,-118.2455,,
10/14/2017,1050,Mission,VEHICLE,,34.2427,-118.4535,,
10/24/2017,1000,Devonshire,BURGLARY,,34.2598,-118.5742,,
10/29/2017,1215,77th Street,VIOLATION OF,,33.9806,-118.2848,,
10/26/2017,15,N Hollywood,THEFT,,34.2012,-118.4182,,
10/26/2017,2305,Hollenbeck,CRUELTY TO ANIMALS,HAND GUN,34.0304,-118.2022,,
10/14/2017,340,Pacific,VANDALISM,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9923,-118.4705,,
10/4/2017,640,Northeast,ASSAULT,VEHICLE,34.1334,-118.2725,,
10/25/2017,1900,Mission,THEFT,,34.2355,-118.4589,,
10/7/2017,1900,Southwest,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0279,-118.3644,,
10/3/2017,1600,Foothill,THEFT,,34.2853,-118.40299999999999,,
10/9/2017,1025,Foothill,ROBBERY,HAND GUN,34.2157,-118.3878,,
10/26/2017,2235,Newton,ASSAULT,KNIFE WITH BLADE 6INCHES OR LESS,33.9958,-118.2783,,
10/12/2017,800,West Valley,THEFT,,34.1687,-118.5244,,
10/28/2017,2130,Hollywood,VANDALISM,ROCK/THROWN OBJECT,34.0918,-118.3109,,
10/8/2017,235,Rampart,CHILD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0518,-118.271,,
10/16/2017,2240,Olympic,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0418,-118.3134,,
10/19/2017,1400,Northeast,BATTERY,,34.0808,-118.2655,,
10/23/2017,515,Van Nuys,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1512,-118.458,,
10/8/2017,1200,N Hollywood,TRESPASSING,,34.143,-118.3727,,
10/11/2017,1150,Central,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0452,-118.2534,,
10/4/2017,1217,West Valley,BURGLARY,,34.1658,-118.5599,,
10/17/2017,2300,Wilshire,THEFT,,34.0837,-118.3717,,
10/1/2017,930,Southeast,CHILD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9271,-118.27600000000001,,
10/5/2017,2010,Harbor,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.773,-118.2567,,
10/6/2017,2000,Rampart,ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.061,-118.2615,,
10/11/2017,200,Rampart,VANDALISM,,34.0559,-118.2756,,
10/19/2017,1635,Newton,ASSAULT,CLUB/BAT,33.9765,-118.2761,,
10/26/2017,2130,Southwest,BURGLARY,,34.0073,-118.2915,,
10/20/2017,820,Southeast,VEHICLE,,33.9237,-118.2739,,
10/4/2017,2345,Olympic,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0385,-118.3046,,
10/6/2017,2005,Southwest,VANDALISM,,34.015,-118.3536,,
10/23/2017,945,West Valley,VEHICLE,,34.2011,-118.5208,,
10/3/2017,1600,Rampart,BURGLARY,,34.0714,-118.2813,,
10/6/2017,1225,Newton,VANDALISM,,34.0152,-118.2793,,
10/21/2017,200,N Hollywood,RAPE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1649,-118.3704,,
10/29/2017,1140,West Valley,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1868,-118.5142,,
10/19/2017,2100,Newton,VANDALISM,,34.0035,-118.2691,,
10/10/2017,2300,Hollenbeck,THEFT,,34.0841,-118.1829,,
10/15/2017,1530,Hollenbeck,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0447,-118.2265,,
10/18/2017,2025,Wilshire,VANDALISM,,34.0344,-118.3631,,
10/6/2017,200,Harbor,VEHICLE,,33.7351,-118.2857,,
10/19/2017,1740,Mission,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2355,-118.4676,,
10/27/2017,1725,Pacific,THEFT,,33.9899,-118.4638,,
10/21/2017,1700,Southwest,BATTERY,,34.0172,-118.334,,
10/31/2017,1040,Central,BATTERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0531,-118.2478,,
10/9/2017,1430,77th Street,THEFT,,33.9694,-118.26299999999999,,
